,open,high,low,close,volume,pre_close,p_change,date,date_week,key,atr21,atr14
2018-11-07,342.925,351.04,341.6,347.98,349500,341.4,1.9269999999999998,20181107,2,457,19.79210413489772,18.67439571859827
2018-11-08,343.34,351.18,340.8,348.16,7374522,347.98,0.052000000000000005,20181108,3,458,18.936458304452472,17.56847628945183
2018-11-09,349.0,354.0,345.23,350.51,5098846,348.16,0.675,20181109,4,459,18.01223482222952,16.395346117524916
2018-11-12,348.37,349.78,330.34,331.28,6941523,350.51,-5.486000000000001,20181112,0,460,18.14203165657229,16.801299968521594
2018-11-13,333.16,344.7,332.2,338.73,5448597,331.28,2.249,20181113,1,461,18.157301505974818,17.002459972718732
2018-11-14,342.97,347.0,337.16,344.25,203499,338.73,1.63,20181114,2,462,17.93572864179528,16.831465309689555
2018-11-15,342.33,348.58,339.04,348.44,4625719,344.25,1.217,20181115,3,463,17.200662401632062,15.900603268397601
2018-11-16,345.19,355.7,345.12,354.31,7206191,348.44,1.685,20181116,4,464,16.67787491057459,15.307189499277905
2018-11-19,356.65,360.93,356.59,358.88,24366,354.31,1.29,20181119,0,465,16.297159009613253,14.931564232707505
2018-11-20,342.85,349.42,333.65,347.17,347350,358.88,-3.263,20181120,1,466,16.69378091783024,15.695355668346515
2018-11-21,352.0,353.1,337.4,338.19,4678085,347.17,-2.5869999999999997,20181121,2,467,17.128891743482043,16.466641579233656
2018-11-23,334.345,337.5,325.55,325.83,4202642,338.19,-3.655,20181123,4,468,17.537174312256404,17.153756035335835
2018-11-26,325.0,346.22,325.0,346.0,7992141,325.83,6.19,20181126,0,469,17.871976647505825,17.69592189729106
2018-11-27,340.05,346.96,335.5,343.92,6358300,346.0,-0.601,20181127,1,470,18.16816058864166,18.15379897765225
2018-11-28,345.99,348.28,342.21,347.87,4127578,343.92,1.149,20181128,2,471,17.06832780785605,16.54262578063195
2018-11-29,345.99,348.28,342.21,347.87,4127578,347.87,0.0,20181129,3,472,16.06847982532368,15.146275676547688
2018-11-30,341.83,351.6,338.265,350.48,5628895,347.87,0.75,20181130,4,473,15.819981659385167,14.904772253008002
2018-12-03,341.83,351.6,338.265,350.48,5628895,350.48,0.0,20181203,0,474,15.5940742358047,14.695469285940273
2018-12-04,356.05,368.68,352.0,359.7,8431116,350.48,2.6310000000000002,20181204,1,475,15.830976578004261,15.162740047814886
2018-12-06,356.01,367.38,350.76,363.06,7842508,359.7,0.934,20181206,3,476,15.928160525458408,15.394374708106216
2018-12-07,369.0,379.49,357.65,357.965,11511177,363.06,-1.403,20181207,4,477,16.465600477689463,16.25379141369206
2018-12-10,360.0,365.98,353.12,365.15,6613455,357.965,2.0069999999999997,20181210,0,478,16.137818616081333,15.801285891866454
2018-12-11,369.91,372.16900000000004,360.23,366.76,6308769,365.15,0.441,20181211,1,479,15.962016923710298,15.588314439617587
2018-12-12,369.42,371.91,365.16,366.6,5027048,366.76,-0.044000000000000004,20181212,2,480,15.125469930645718,14.411205847668565
2018-12-13,370.15,377.44,366.75,376.79,7365854,366.6,2.78,20181213,3,481,14.722245391496106,13.915045067979422
2018-12-14,375.0,377.87,364.33,365.71,6337555,376.79,-2.9410000000000003,20181214,4,482,14.614768537723736,13.865039058915501
2018-12-17,362.0,365.7,343.88,348.42,7674008,365.71,-4.728,20181217,0,483,16.277971397930678,16.404367184393447
2018-12-18,350.54,351.55,333.69,337.03,7099999,348.42,-3.2689999999999997,20181218,1,484,17.70906490720971,18.48645155980766
2018-12-19,337.6,347.01,329.74,332.97,8274181,337.03,-1.205,20181219,2,485,17.79733173382701,18.51225801849997
2018-12-20,327.05,330.29,311.869,315.38,9071858,332.97,-5.2829999999999995,20181220,3,486,18.466756121660914,19.398756949366636
2018-12-21,317.4,323.47,312.44,319.77,8016801,315.38,1.392,20181221,4,487,18.654323746964465,19.549589356117746
2018-12-24,313.5,314.5,295.195,295.39,5559913,319.77,-7.624,20181224,0,488,18.79347613360406,19.634310775302048
2018-12-26,300.0,326.97,294.09,326.09,8163138,295.39,10.392999999999999,20181226,2,489,20.074069212367334,21.40040267192845
2018-12-27,300.0,326.97,294.09,326.09,8163138,326.09,0.0,20181227,3,490,21.238244738515764,22.931015649004664
2018-12-28,300.0,326.97,294.09,326.09,8163138,326.09,0.0,20181228,4,491,22.29658612592343,24.257546895804047
2018-12-31,300.0,326.97,294.09,326.09,8163138,326.09,0.0,20181231,0,492,23.258714659930394,25.407207309696847
